invoice_id,company_id,deal_id,invoice_date,product_code,product_name,line_amount_nzd,total_amount_nzd,notes
INV310608,C102734,D202365,2024-09-01,PAYROLL_MPS,Managed Payroll,5976,5976,
INV310609,C102734,D202365,2024-10-01,PAYROLL_MPS,Managed Payroll,5976,5976,
INV310610,C102734,D202365,2024-11-01,PAYROLL_MPS,Managed Payroll,5976,5976,
INV310611,C102734,D202365,2024-12-01,PAYROLL_MPS,Managed Payroll,5976,5976,
INV310612,C100710,D202367,2024-10-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310613,C100710,D202367,2024-11-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310614,C100710,D202367,2024-12-01,PAYROLL_DIY,Payroll DIY,-297,-297,refund
INV310615,C100710,D202367,2025-01-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310616,C100710,D202367,2025-02-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310617,C100710,D202367,2025-03-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310618,C100710,D202367,2025-04-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310619,C100710,D202367,2025-05-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310620,C100710,D202367,2025-06-01,PAYROLL_DIY,Payroll DIY,1090,1090,
INV310621,C104820,D202368,2025-02-01,PM,People Management,872,872,
INV310622,C103518,D202369,2024-06-01,PAYROLL_DIY,Payroll DIY,2197,2197,
INV310623,C103518,D202369,2024-07-01,PAYROLL_DIY,Payroll DIY,2197,2197,
INV310624,C103518,D202369,2024-08-01,PAYROLL_DIY,Payroll DIY,1170,1170,credit
INV310625,C103518,D202369,2024-09-01,PAYROLL_DIY,Payroll DIY,2197,2197,
INV310626,C103518,D202369,2024-10-01,PAYROLL_DIY,Payroll DIY,2197,2197,
INV310627,C103518,D202369,2024-11-01,PAYROLL_DIY,Payroll DIY,2197,2197,
INV310628,C103624,D202370,2024-11-01,PM,People Management,1024,1425,
INV310628,C103624,D202370,2024-11-01,PAYROLL_MPS,Managed Payroll,401,1425,addon
INV310629,C103624,D202370,2024-12-01,PM,People Management,1024,1155,
INV310629,C103624,D202370,2024-12-01,PAYROLL_DIY,Payroll DIY,131,1155,addon
INV310630,C103624,D202370,2025-01-01,PM,People Management,1024,1024,
INV310631,C103624,D202370,2025-02-01,PM,People Management,1024,1024,
INV310632,C103624,D202370,2025-03-01,PM,People Management,1024,1024,
INV310633,C103624,D202370,2025-04-01,PM,People Management,1024,1126,
INV310633,C103624,D202370,2025-04-01,PAYROLL_DIY,Payroll DIY,102,1126,addon
INV310634,C103624,D202370,2025-05-01,PM,People Management,1024,1024,
INV310635,C103624,D202370,2025-06-01,PM,People Management,1024,1024,
INV310636,C103624,D202370,2025-07-01,PM,People Management,1024,1024,
INV310637,C103236,D202371,2024-04-01,PAYROLL_MPS,Managed Payroll,5190,5190,
INV310638,C103236,D202371,2024-05-01,PAYROLL_MPS,Managed Payroll,7240,7240,upgrade
INV310639,C103236,D202371,2024-06-01,PAYROLL_MPS,Managed Payroll,5190,5190,
INV310640,C103236,D202371,2024-07-01,PAYROLL_MPS,Managed Payroll,5190,5190,
INV310641,C103236,D202371,2024-08-01,PAYROLL_MPS,Managed Payroll,5190,5190,
INV310642,C100083,D202372,2025-09-01,PAYROLL_MPS,Managed Payroll,2177,2177,
INV310643,C100083,D202372,2025-10-01,PAYROLL_MPS,Managed Payroll,2177,2177,
INV310644,C100083,D202372,2025-11-01,PAYROLL_MPS,Managed Payroll,2177,2177,
INV310645,C100083,D202372,2025-12-01,PAYROLL_MPS,Managed Payroll,2177,2177,
INV310646,C104941,D202373,2024-11-01,PAYROLL_MPS,Managed Payroll,4871,4871,
INV310647,C104941,D202373,2024-12-01,PAYROLL_MPS,Managed Payroll,4871,4871,
INV310648,C104941,D202373,2025-01-01,PAYROLL_MPS,Managed Payroll,4871,4871,
INV310649,C103752,D202376,2025-02-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310650,C103752,D202376,2025-03-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310651,C103752,D202376,2025-04-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310652,C103752,D202376,2025-05-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310653,C103752,D202376,2025-06-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310654,C103752,D202376,2025-07-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310655,C103752,D202376,2025-08-01,PAYROLL_DIY,Payroll DIY,1716,2204,
INV310655,C103752,D202376,2025-08-01,ADD_ON_TKR,TKR Add-on,488,2204,addon
INV310656,C103752,D202376,2025-09-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310657,C103752,D202376,2025-10-01,PAYROLL_DIY,Payroll DIY,1716,1716,
INV310658,C102180,D202377,2025-08-01,PAYROLL_MPS,Managed Payroll,5085,6994,
INV310658,C102180,D202377,2025-08-01,PAYROLL_DIY,Payroll DIY,1909,6994,addon
INV310659,C102180,D202377,2025-09-01,PAYROLL_MPS,Managed Payroll,5085,5085,
INV310660,C102180,D202377,2025-10-01,PAYROLL_MPS,Managed Payroll,5085,5085,
INV310661,C102180,D202377,2025-11-01,PAYROLL_MPS,Managed Payroll,6469,8963,upgrade
INV310661,C102180,D202377,2025-11-01,PAYROLL_DIY,Payroll DIY,2494,8963,addon
INV310662,C102180,D202377,2025-12-01,PAYROLL_MPS,Managed Payroll,5085,5085,
INV310663,C102180,D202377,2026-01-01,PAYROLL_MPS,Managed Payroll,5085,5085,
INV310664,C102180,D202377,2026-02-01,PAYROLL_MPS,Managed Payroll,5085,5085,
INV310665,C102180,D202377,2026-03-01,PAYROLL_MPS,Managed Payroll,5085,5085,
INV310666,C102180,D202377,2026-04-01,PAYROLL_MPS,Managed Payroll,5085,5085,
INV310667,C104386,D202378,2024-09-01,PAYROLL_DIY,Payroll DIY,2100,2100,
INV310668,C104386,D202378,2024-10-01,PAYROLL_DIY,Payroll DIY,2100,2100,
INV310669,C104386,D202378,2024-11-01,PAYROLL_DIY,Payroll DIY,2100,2100,
INV310670,C104386,D202378,2024-12-01,PAYROLL_DIY,Payroll DIY,2100,2100,
INV310671,C104386,D202378,2025-01-01,PAYROLL_DIY,Payroll DIY,2100,2100,
INV310672,C104386,D202378,2025-02-01,PAYROLL_DIY,Payroll DIY,2100,2100,
INV310673,C102452,D202379,2024-08-01,PAYROLL_DIY,Payroll DIY,640,640,
INV310674,C102452,D202379,2024-09-01,PAYROLL_DIY,Payroll DIY,640,640,
INV310675,C102452,D202379,2024-10-01,PAYROLL_DIY,Payroll DIY,640,640,
INV310676,C102452,D202379,2024-11-01,PAYROLL_DIY,Payroll DIY,640,640,
INV310677,C102452,D202379,2024-12-01,PAYROLL_DIY,Payroll DIY,640,866,
INV310677,C102452,D202379,2024-12-01,PAYROLL_MPS,Managed Payroll,226,866,addon
INV310678,C102452,D202379,2025-01-01,PAYROLL_DIY,Payroll DIY,640,640,
INV310679,C101236,D202380,2024-10-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310680,C101236,D202380,2024-11-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310681,C101236,D202380,2024-12-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310682,C101236,D202380,2025-01-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310683,C101236,D202380,2025-02-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310684,C101236,D202380,2025-03-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310685,C101236,D202380,2025-04-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310686,C101236,D202380,2025-05-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310687,C101236,D202380,2025-06-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310688,C101236,D202380,2025-07-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310689,C101236,D202380,2025-08-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310690,C101236,D202380,2025-09-01,ADD_ON_TKR,TKR Add-on,383,383,
INV310691,C101127,D202381,2024-09-01,PM,People Management,768,768,
INV310692,C101127,D202381,2024-10-01,PM,People Management,768,768,
INV310693,C101127,D202381,2024-11-01,PM,People Management,1102,1102,upgrade
INV310694,C101794,D202382,2025-05-01,PM,People Management,1240,1240,credit
INV310695,C101794,D202382,2025-06-01,PM,People Management,1291,1291,upgrade;downgrade
INV310696,C101729,D202384,2025-08-01,PAYROLL_MPS,Managed Payroll,5200,5200,
INV310697,C101729,D202384,2025-09-01,PAYROLL_MPS,Managed Payroll,5200,5200,
INV310698,C100354,D202385,2024-12-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310699,C100354,D202385,2025-01-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310700,C100354,D202385,2025-02-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310701,C100354,D202385,2025-03-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310702,C100354,D202385,2025-04-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310703,C100354,D202385,2025-05-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310704,C100354,D202385,2025-06-01,PAYROLL_MPS,Managed Payroll,4248,5086,
INV310704,C100354,D202385,2025-06-01,PAYROLL_DIY,Payroll DIY,838,5086,addon
INV310705,C100354,D202385,2025-07-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310706,C100354,D202385,2025-08-01,PAYROLL_MPS,Managed Payroll,4248,4248,
INV310707,C104828,D202386,2024-05-01,ADD_ON_TKR,TKR Add-on,465,465,
INV310708,C104828,D202386,2024-06-01,ADD_ON_TKR,TKR Add-on,465,465,
INV310709,C104828,D202386,2024-07-01,ADD_ON_TKR,TKR Add-on,465,465,
INV310710,C104828,D202386,2024-08-01,ADD_ON_TKR,TKR Add-on,465,465,
INV310711,C100564,D202387,2025-01-01,PAYROLL_MPS,Managed Payroll,4438,4438,
INV310712,C100564,D202387,2025-02-01,PAYROLL_MPS,Managed Payroll,4438,4438,
INV310713,C100564,D202387,2025-03-01,PAYROLL_MPS,Managed Payroll,4438,4438,
INV310714,C102309,D202388,2024-11-01,PAYROLL_MPS,Managed Payroll,4632,4632,
INV310715,C102309,D202388,2024-12-01,PAYROLL_MPS,Managed Payroll,3554,4433,downgrade
INV310715,C102309,D202388,2024-12-01,ADD_ON_TKR,TKR Add-on,879,4433,addon
INV310716,C102309,D202388,2025-01-01,PAYROLL_MPS,Managed Payroll,4632,4632,
INV310717,C102309,D202388,2025-02-01,PAYROLL_MPS,Managed Payroll,5985,5985,upgrade
INV310718,C102309,D202388,2025-03-01,PAYROLL_MPS,Managed Payroll,4632,4632,
INV310719,C102695,D202389,2025-04-01,PAYROLL_DIY,Payroll DIY,239,239,
INV310720,C102695,D202389,2025-05-01,PAYROLL_DIY,Payroll DIY,178,178,downgrade
INV310721,C102695,D202389,2025-06-01,PAYROLL_DIY,Payroll DIY,122,122,credit
INV310722,C102695,D202389,2025-07-01,PAYROLL_DIY,Payroll DIY,239,239,
INV310723,C102695,D202389,2025-08-01,PAYROLL_DIY,Payroll DIY,239,239,
INV310724,C102695,D202389,2025-09-01,PAYROLL_DIY,Payroll DIY,239,239,
INV310725,C103504,D202390,2025-03-01,ADD_ON_TKR,TKR Add-on,1195,1195,
INV310726,C103504,D202390,2025-04-01,ADD_ON_TKR,TKR Add-on,1195,1195,
INV310727,C103504,D202390,2025-05-01,ADD_ON_TKR,TKR Add-on,1195,1195,
INV310728,C103504,D202390,2025-06-01,ADD_ON_TKR,TKR Add-on,1195,1195,
INV310729,C103504,D202390,2025-07-01,ADD_ON_TKR,TKR Add-on,1195,1363,
INV310729,C103504,D202390,2025-07-01,PM,People Management,168,1363,addon
INV310730,C103504,D202390,2025-08-01,ADD_ON_TKR,TKR Add-on,1195,1195,
INV310731,C102395,D202391,2024-05-01,ADD_ON_TKR,TKR Add-on,1477,1477,
INV310732,C102395,D202391,2024-06-01,ADD_ON_TKR,TKR Add-on,1477,2049,
INV310732,C102395,D202391,2024-06-01,PAYROLL_MPS,Managed Payroll,572,2049,addon
INV310733,C102395,D202391,2024-07-01,ADD_ON_TKR,TKR Add-on,1008,1008,downgrade
INV310734,C102395,D202391,2024-08-01,ADD_ON_TKR,TKR Add-on,1477,1477,
INV310735,C102395,D202391,2024-09-01,ADD_ON_TKR,TKR Add-on,1477,1477,
INV310736,C102395,D202391,2024-10-01,ADD_ON_TKR,TKR Add-on,1477,1477,
INV310737,C104789,D202392,2025-01-01,PAYROLL_MPS,Managed Payroll,2370,2370,
INV310738,C104789,D202392,2025-02-01,PAYROLL_MPS,Managed Payroll,2370,2370,
INV310739,C104789,D202392,2025-03-01,PAYROLL_MPS,Managed Payroll,2370,2370,
INV310740,C104789,D202392,2025-04-01,PAYROLL_MPS,Managed Payroll,3544,3544,upgrade
INV310741,C103819,D202394,2024-04-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310742,C103819,D202394,2024-05-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310743,C103819,D202394,2024-06-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310744,C103819,D202394,2024-07-01,ADD_ON_TKR,TKR Add-on,461,587,
INV310744,C103819,D202394,2024-07-01,PAYROLL_DIY,Payroll DIY,126,587,addon
INV310745,C103819,D202394,2024-08-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310746,C103819,D202394,2024-09-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310747,C103819,D202394,2024-10-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310748,C103819,D202394,2024-11-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310749,C103819,D202394,2024-12-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310750,C103819,D202394,2025-01-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310751,C103819,D202394,2025-02-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310752,C103819,D202394,2025-03-01,ADD_ON_TKR,TKR Add-on,461,461,
INV310753,C101073,D202395,2025-08-01,PAYROLL_DIY,Payroll DIY,1737,1737,
INV310754,C101073,D202395,2025-09-01,PAYROLL_DIY,Payroll DIY,1737,1737,
INV310755,C101073,D202395,2025-10-01,PAYROLL_DIY,Payroll DIY,986,986,downgrade
INV310756,C101073,D202395,2025-11-01,PAYROLL_DIY,Payroll DIY,1737,1737,
INV310757,C101073,D202395,2025-12-01,PAYROLL_DIY,Payroll DIY,1737,1737,
INV310758,C101073,D202395,2026-01-01,PAYROLL_DIY,Payroll DIY,1737,1737,
INV310759,C101859,D202398,2025-01-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310760,C101859,D202398,2025-02-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310761,C101859,D202398,2025-03-01,PAYROLL_DIY,Payroll DIY,0,0,free_trial
INV310762,C101859,D202398,2025-04-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310763,C101859,D202398,2025-05-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310764,C101859,D202398,2025-06-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310765,C101859,D202398,2025-07-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310766,C101859,D202398,2025-08-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310767,C101859,D202398,2025-09-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310768,C101859,D202398,2025-10-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310769,C101859,D202398,2025-11-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310770,C101859,D202398,2025-12-01,PAYROLL_DIY,Payroll DIY,1502,1502,
INV310771,C102288,D202399,2024-03-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310772,C102288,D202399,2024-04-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310773,C102288,D202399,2024-05-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310774,C102288,D202399,2024-06-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310775,C102288,D202399,2024-07-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310776,C102288,D202399,2024-08-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310777,C102288,D202399,2024-09-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310778,C102288,D202399,2024-10-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310779,C102288,D202399,2024-11-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310780,C102288,D202399,2024-12-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310781,C102288,D202399,2025-01-01,PAYROLL_DIY,Payroll DIY,903,903,
INV310782,C103438,D202400,2025-08-01,PAYROLL_MPS,Managed Payroll,7938,7938,
INV310783,C101428,D202401,2025-02-01,PAYROLL_DIY,Payroll DIY,468,468,
INV310784,C101428,D202401,2025-03-01,PAYROLL_DIY,Payroll DIY,468,468,
INV310785,C101428,D202401,2025-04-01,PAYROLL_DIY,Payroll DIY,556,556,upgrade
INV310786,C101428,D202401,2025-05-01,PAYROLL_DIY,Payroll DIY,468,468,
INV310787,C101428,D202401,2025-06-01,PAYROLL_DIY,Payroll DIY,468,468,
INV310788,C101428,D202401,2025-07-01,PAYROLL_DIY,Payroll DIY,468,468,
INV310789,C100987,D202402,2024-03-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310790,C100987,D202402,2024-04-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310791,C100987,D202402,2024-05-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310792,C100987,D202402,2024-06-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310793,C100987,D202402,2024-07-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310794,C100987,D202402,2024-08-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310795,C100987,D202402,2024-09-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310796,C100987,D202402,2024-10-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310797,C100987,D202402,2024-11-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV310798,C103535,D202404,2025-03-01,PM,People Management,370,370,
INV310799,C103535,D202404,2025-04-01,PM,People Management,370,370,
INV310800,C103535,D202404,2025-05-01,PM,People Management,0,0,free_trial
INV310801,C103535,D202404,2025-06-01,PM,People Management,370,370,
INV310802,C101493,D202405,2024-07-01,PAYROLL_DIY,Payroll DIY,1435,1435,
INV310803,C101493,D202405,2024-08-01,PAYROLL_DIY,Payroll DIY,1435,1435,
INV310804,C101493,D202405,2024-09-01,PAYROLL_DIY,Payroll DIY,1435,1435,
INV310805,C102505,D202406,2024-05-01,PAYROLL_DIY,Payroll DIY,0,0,
INV310806,C102505,D202406,2024-06-01,PAYROLL_DIY,Payroll DIY,0,0,downgrade
INV310807,C102505,D202406,2024-07-01,PAYROLL_DIY,Payroll DIY,0,0,
INV310808,C102505,D202406,2024-08-01,PAYROLL_DIY,Payroll DIY,0,0,
INV310809,C104501,D202407,2025-02-01,PAYROLL_MPS,Managed Payroll,2040,2040,
INV310810,C104501,D202407,2025-03-01,PAYROLL_MPS,Managed Payroll,2040,2040,
INV310811,C104501,D202407,2025-04-01,PAYROLL_MPS,Managed Payroll,2040,2040,
INV310812,C104501,D202407,2025-05-01,PAYROLL_MPS,Managed Payroll,2040,2040,
INV310813,C104501,D202407,2025-06-01,PAYROLL_MPS,Managed Payroll,2040,2040,
INV310814,C103871,D202408,2024-07-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310815,C103871,D202408,2024-08-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310816,C103871,D202408,2024-09-01,PAYROLL_DIY,Payroll DIY,2794,3424,
INV310816,C103871,D202408,2024-09-01,PAYROLL_MPS,Managed Payroll,630,3424,addon
INV310817,C103871,D202408,2024-10-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310818,C103871,D202408,2024-11-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310819,C103871,D202408,2024-12-01,PAYROLL_DIY,Payroll DIY,3457,3457,upgrade
INV310820,C103871,D202408,2025-01-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310821,C103871,D202408,2025-02-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310822,C103871,D202408,2025-03-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310823,C103871,D202408,2025-04-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310824,C103871,D202408,2025-05-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310825,C103871,D202408,2025-06-01,PAYROLL_DIY,Payroll DIY,2794,2794,
INV310826,C103191,D202409,2025-02-01,PM,People Management,714,714,credit
INV310827,C100833,D202410,2024-11-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310828,C100833,D202410,2024-12-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310829,C100833,D202410,2025-01-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310830,C100833,D202410,2025-02-01,PAYROLL_MPS,Managed Payroll,3994,3994,downgrade
INV310831,C100833,D202410,2025-03-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310832,C100833,D202410,2025-04-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310833,C100833,D202410,2025-05-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310834,C100833,D202410,2025-06-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310835,C100833,D202410,2025-07-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310836,C100833,D202410,2025-08-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310837,C100833,D202410,2025-09-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310838,C100833,D202410,2025-10-01,PAYROLL_MPS,Managed Payroll,5361,5361,
INV310839,C100171,D202411,2025-04-01,ADD_ON_TKR,TKR Add-on,982,982,
INV310840,C100171,D202411,2025-05-01,ADD_ON_TKR,TKR Add-on,982,982,
INV310841,C100171,D202411,2025-06-01,ADD_ON_TKR,TKR Add-on,982,982,
INV310842,C100171,D202411,2025-07-01,ADD_ON_TKR,TKR Add-on,982,982,
INV310843,C100171,D202411,2025-08-01,ADD_ON_TKR,TKR Add-on,822,1026,downgrade
INV310843,C100171,D202411,2025-08-01,PAYROLL_MPS,Managed Payroll,204,1026,addon
INV310844,C100171,D202411,2025-09-01,ADD_ON_TKR,TKR Add-on,982,982,
INV310845,C102179,D202412,2025-06-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310846,C102179,D202412,2025-07-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310847,C102179,D202412,2025-08-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310848,C102179,D202412,2025-09-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310849,C102179,D202412,2025-10-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310850,C102179,D202412,2025-11-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310851,C102179,D202412,2025-12-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310852,C102179,D202412,2026-01-01,PAYROLL_MPS,Managed Payroll,4250,5357,
INV310852,C102179,D202412,2026-01-01,PAYROLL_DIY,Payroll DIY,1107,5357,addon
INV310853,C102179,D202412,2026-02-01,PAYROLL_MPS,Managed Payroll,4250,4250,
INV310854,C100717,D202414,2024-09-01,PAYROLL_MPS,Managed Payroll,5234,5234,
INV310855,C100838,D202415,2025-04-01,PAYROLL_DIY,Payroll DIY,1236,1236,
INV310856,C100838,D202415,2025-05-01,PAYROLL_DIY,Payroll DIY,1236,1236,
INV310857,C100838,D202415,2025-06-01,PAYROLL_DIY,Payroll DIY,1236,1236,
INV310858,C100838,D202415,2025-07-01,PAYROLL_DIY,Payroll DIY,1236,1236,
INV310859,C100838,D202415,2025-08-01,PAYROLL_DIY,Payroll DIY,1236,1236,
INV310860,C100838,D202415,2025-09-01,PAYROLL_DIY,Payroll DIY,1236,1236,
INV310861,C100937,D202416,2025-03-01,PAYROLL_MPS,Managed Payroll,1620,1620,
INV310862,C100937,D202416,2025-04-01,PAYROLL_MPS,Managed Payroll,1620,1620,
INV310863,C100937,D202416,2025-05-01,PAYROLL_MPS,Managed Payroll,1620,1620,
INV310864,C100937,D202416,2025-06-01,PAYROLL_MPS,Managed Payroll,1054,1054,downgrade
INV310865,C100937,D202416,2025-07-01,PAYROLL_MPS,Managed Payroll,1620,1620,
INV310866,C100937,D202416,2025-08-01,PAYROLL_MPS,Managed Payroll,1620,1620,
INV310867,C100503,D202418,2025-02-01,PAYROLL_DIY,Payroll DIY,2946,2946,
INV310868,C100503,D202418,2025-03-01,PAYROLL_DIY,Payroll DIY,2946,2946,
INV310869,C100503,D202418,2025-04-01,PAYROLL_DIY,Payroll DIY,2946,3549,
INV310869,C100503,D202418,2025-04-01,PM,People Management,603,3549,addon
INV310870,C100503,D202418,2025-05-01,PAYROLL_DIY,Payroll DIY,2946,2946,
INV310871,C100503,D202418,2025-06-01,PAYROLL_DIY,Payroll DIY,2946,2946,
INV310872,C104759,D202420,2024-09-01,PAYROLL_MPS,Managed Payroll,4814,5869,
INV310872,C104759,D202420,2024-09-01,PM,People Management,1055,5869,addon
INV310873,C101541,D202422,2024-08-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310874,C101541,D202422,2024-09-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310875,C101541,D202422,2024-10-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310876,C101541,D202422,2024-11-01,PAYROLL_DIY,Payroll DIY,2713,3672,
INV310876,C101541,D202422,2024-11-01,PM,People Management,959,3672,addon
INV310877,C101541,D202422,2024-12-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310878,C101541,D202422,2025-01-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310879,C101541,D202422,2025-02-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310880,C101541,D202422,2025-03-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310881,C101541,D202422,2025-04-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310882,C101541,D202422,2025-05-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310883,C101541,D202422,2025-06-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310884,C101541,D202422,2025-07-01,PAYROLL_DIY,Payroll DIY,2713,2713,
INV310885,C102818,D202423,2024-04-01,PAYROLL_DIY,Payroll DIY,1860,1860,
INV310886,C102818,D202423,2024-05-01,PAYROLL_DIY,Payroll DIY,2208,2208,upgrade
INV310887,C102818,D202423,2024-06-01,PAYROLL_DIY,Payroll DIY,1860,1860,
INV310888,C101636,D202424,2025-03-01,PM,People Management,2795,2795,
INV310889,C101636,D202424,2025-04-01,PM,People Management,4177,4177,upgrade
INV310890,C101636,D202424,2025-05-01,PM,People Management,2795,2795,
INV310891,C101829,D202425,2025-05-01,PAYROLL_MPS,Managed Payroll,1123,1123,credit
INV310892,C101829,D202425,2025-06-01,PAYROLL_MPS,Managed Payroll,2075,2075,
INV310893,C101829,D202425,2025-07-01,PAYROLL_MPS,Managed Payroll,2075,2075,
INV310894,C101829,D202425,2025-08-01,PAYROLL_MPS,Managed Payroll,2075,2075,
INV310895,C101829,D202425,2025-09-01,PAYROLL_MPS,Managed Payroll,2075,2075,
INV310896,C101829,D202425,2025-10-01,PAYROLL_MPS,Managed Payroll,2075,2075,
INV310897,C100569,D202427,2025-05-01,PAYROLL_MPS,Managed Payroll,3966,3966,
INV310898,C100569,D202427,2025-06-01,PAYROLL_MPS,Managed Payroll,3966,3966,
INV310899,C100569,D202427,2025-07-01,PAYROLL_MPS,Managed Payroll,3966,3966,
INV310900,C100569,D202427,2025-08-01,PAYROLL_MPS,Managed Payroll,5225,5225,upgrade
