deal_id,company_id,deal_created_date,deal_close_date,status,product_code,product_name,channel,owner,deal_mrr,reopened_flag,company_name,industry,employee_count,is_partner,first_invoice_date
D201959,C100402,5/02/2024,29/04/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2032,0,Duncan Air Limited,Construction,30,0,1/05/2024
D201960,C104230,28/09/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,dt,453,0,Tui Harbour Limited,Healthcare,50,0,1/06/2025
D201961,C101730,1/09/2024,21/09/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,shao,7883,0,Kauri Kea Partners,Software,13,0,
D201962,C102959,16/05/2025,1/06/2025,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2637,0,Duncan Air Group,Software,13,0,
D201963,C100021,28/01/2024,28/02/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2476,0,Pivot Holdings,Healthcare,24,0,1/04/2024
D201964,C103687,13/02/2025,28/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,257,0,Rimu Summit Partners,Retail,37,0,1/05/2025
D201965,C102672,5/05/2024,1/06/2024,Closed Won,PM,People Management,Direct,awong,1342,0,Ohomairangi Services,Software,28,0,1/06/2024
D201966,C103771,20/05/2024,5/07/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2477,0,Harbour Harbour Trust,Software,49,1,
D201967,C104066,2/04/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,dt,853,0,Summit Eurotec Trust,Construction,1,0,1/10/2024
D201968,C102377,19/10/2024,9/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2895,0,Tui Limited,Manufacturing,66,0,1/12/2024
D201969,C103597,24/08/2024,14/09/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,4262,0,Kea Ohomairangi Trust,Legal,10,0,1/09/2024
D201970,C101759,6/02/2025,17/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,5869,0,Nimbus Duncan Air Partners,Legal,1,0,1/03/2025
D201971,C102844,8/01/2024,8/03/2024,Closed Won,PM,People Management,Direct,mkoenen,-1750,0,Beta Limited,Manufacturing,122,0,1/04/2024
D201972,C102453,4/02/2024,17/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,5426,0,Eurotec Trust,Legal,1,0,1/04/2024
D201973,C103065,1/05/2024,16/07/2024,Closed Lost,PM,People Management,Partners,awong,1564,0,Duncan Air Atlas Ltd,Accounting,16,0,
D201974,C102161,20/05/2025,29/07/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1064,0,Kea Services,Retail,41,0,1/08/2025
D201975,C101419,10/07/2024,4/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,970,0,Atlas Group,Software,1,0,1/08/2024
D201976,C102050,12/05/2024,26/06/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,4655,0,Alpha Services,Education,1,0,1/07/2024
D201977,C100174,30/04/2025,1/05/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,awong,4707,0,Ohomairangi Services,Retail,47,0,
D201978,C104860,7/10/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,unassigned,5012,0,Alpha Wenita Trust,Software,43,0,1/01/2025
D201979,C101070,12/01/2024,24/01/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,3213,0,Summit Partners,Manufacturing,16,0,1/03/2024
D201980,C102958,19/04/2025,2/07/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,dt,4194,0,Summit Eurotec Limited,Retail,31,0,
D201981,C101459,23/06/2024,2/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2420,0,Rimu Partners,Healthcare,45,0,1/09/2024
D201982,C102843,20/02/2024,,Open,PM,People Management,Direct,dinkster,1796,0,Eurotec Services,Construction,13,0,1/04/2025
D201983,C101324,21/02/2024,7/03/2024,Closed Won,PM,People Management,Direct,shao,711,0,Ohomairangi Rimu Co.,Retail,33,0,1/03/2024
D201984,C104690,12/04/2025,,Open,PM,People Management,Partners,awong,645,0,Atlas Trust,Legal,15,0,1/09/2024
D201985,C104102,15/05/2025,1/06/2025,Closed Won,PM,People Management,Direct,awong,1766,0,Pivot Ltd,Manufacturing,24,0,1/07/2025
D201986,C102204,22/08/2024,3/11/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,unassigned,2083,0,Eurotec Group,Retail,1,0,
D201987,C104644,13/12/2024,28/02/2025,Closed Lost,PM,People Management,Partners,awong,930,0,Summit Ltd,Manufacturing,1,0,
D201988,C100422,15/02/2024,27/02/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,2569,0,Harbour Pivot Services,Retail,12,0,1/03/2024
D201989,C101470,25/07/2024,7/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,15,0,Summit Group,Software,78,0,1/10/2024
D201990,C100902,5/10/2024,14/12/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1324,0,Summit Services,Accounting,38,0,
D201991,C104275,27/05/2025,10/07/2025,Closed Lost,PM,People Management,Direct,dt,2224,0,Ohomairangi Limited,Healthcare,14,0,
D201992,C100963,2/05/2025,22/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1400,0,Harbour Holdings,Manufacturing,1,0,1/08/2025
D201993,C100005,5/04/2024,13/04/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,awong,2635,0,Tui Ltd,Software,42,0,
D201994,C102223,28/08/2024,12/10/2024,Closed Won,PM,People Management,Partners,awong,1031,0,Alpha Ltd,Manufacturing,31,0,1/10/2024
D201995,C102668,7/03/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1420,0,Rimu Atlas Trust,Construction,1,0,1/02/2025
D201996,C101749,3/10/2024,5/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,8327,0,Beta Holdings,Manufacturing,14,0,1/11/2024
D201997,C103282,5/04/2024,4/07/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,shao,5446,0,Kea Trust,Construction,23,0,
D201998,C103152,21/10/2024,19/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,5336,0,Kauri Rimu Co.,Healthcare,69,1,1/02/2025
D201999,C100944,2/03/2024,17/03/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,742,0,Rimu Partners,Healthcare,23,1,1/05/2024
D202000,C101328,27/01/2024,10/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2581,0,Alpha Group,Healthcare,120,0,1/04/2024
D202001,C103560,29/01/2025,13/03/2025,Closed Lost,PM,People Management,Direct,dinkster,1778,0,Rimu Trust,Legal,13,0,
D202002,C103361,13/06/2025,29/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,983,0,Rimu Tui Co.,Retail,31,0,1/07/2025
D202003,C100482,23/03/2024,29/03/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,3474,0,Nimbus Limited,Healthcare,5,0,
D202004,C102044,25/06/2024,1/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1482,0,Tui Holdings,Legal,1,0,1/10/2024
D202005,C100781,31/01/2024,5/04/2024,Closed Won,PM,People Management,Partners,shao,907,1,Wenita Summit Holdings,Healthcare,4,0,1/05/2024
D202006,C102080,22/05/2024,,Open,PM,People Management,Partners,mkoenen,933,0,Pivot Trust,Construction,31,1,1/08/2024
D202007,C103608,27/12/2024,16/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,2443,0,Eurotec Limited,Legal,1,0,1/03/2025
D202008,C102167,29/01/2024,14/04/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2383,0,Wenita Holdings,Software,30,0,
D202009,C101185,22/04/2024,24/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,470,0,Tui Ltd,Software,1,0,1/06/2024
D202010,C103295,12/05/2025,1/06/2025,Closed Won,PM,People Management,Partners,nobody,2508,0,Summit Summit Co.,Healthcare,47,0,1/07/2025
D202011,C103312,21/12/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,shao,3299,0,Alpha Ltd,Healthcare,41,0,1/05/2025
D202012,C101915,22/03/2025,28/03/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,142,0,Nimbus Ltd,Legal,55,0,1/05/2025
D202013,C104974,22/08/2024,15/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2184,0,Atlas Harbour Partners,Education,29,0,1/11/2024
D202014,C100551,27/07/2024,21/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2445,0,Summit Alpha Partners,Education,78,0,1/10/2024
D202015,C104512,11/05/2024,2/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,5943,0,Kauri Wenita Ltd,Manufacturing,31,1,1/08/2024
D202016,C103269,27/04/2025,30/04/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,dt,880,0,Kauri Limited,Accounting,53,0,
D202017,C103306,29/10/2024,27/11/2024,Closed Lost,PM,People Management,Partners,shao,794,0,Pivot Rimu Services,Construction,1,0,
D202018,C101583,19/04/2024,,Open,PM,People Management,Direct,shao,1462,0,Wenita Eurotec Services,Manufacturing,41,0,1/06/2025
D202019,C103399,16/09/2024,22/11/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,946,0,Atlas Services,Accounting,6,0,1/12/2024
D202020,C101318,8/04/2024,18/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,3497,0,Beta Limited,Construction,1,0,1/07/2024
D202021,C104008,26/09/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1729,0,Atlas Pivot Group,Accounting,33,0,1/03/2025
D202022,C101597,24/10/2024,16/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,843,0,Harbour Beta Trust,Software,67,0,1/02/2025
D202023,C103579,1/02/2025,,Open,ADD_ON_TKR,TKR Add-on,Direct,dinkster,2002,0,Kauri Tui Services,Construction,75,0,1/07/2024
D202024,C101116,14/02/2024,1/04/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,601,0,Tui Summit Co.,Manufacturing,31,0,1/04/2024
D202025,C101705,6/01/2024,23/01/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,5824,0,Atlas Atlas Co.,Retail,32,0,1/01/2024
D202026,C101867,10/08/2024,4/09/2024,Closed Lost,PM,People Management,Direct,dt,1146,0,Beta Ltd,Retail,23,0,
D202027,C101324,28/03/2025,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,0,0,Ohomairangi Rimu Co.,Retail,33,0,1/09/2024
D202028,C100388,29/04/2024,11/05/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,awong,867,0,Beta Partners,Retail,55,0,
D202029,C100293,19/02/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,dinkster,3812,0,Pivot Partners,Healthcare,34,0,1/06/2025
D202030,C103280,20/12/2024,15/01/2025,Closed Won,PM,People Management,Direct,mkoenen,291,0,Beta Co.,Construction,51,0,1/01/2025
D202031,C104918,9/01/2024,6/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,5029,0,Alpha Group,Education,1,0,1/03/2024
D202032,C104903,22/03/2025,22/05/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,602,0,Eurotec Limited,Manufacturing,43,0,1/07/2025
D202033,C100597,19/06/2024,,Open,PM,People Management,Partners,unassigned,995,0,Summit Trust,Construction,1,0,1/09/2025
D202034,C100539,19/03/2024,24/05/2024,Closed Won,PM,People Management,Partners,dt,1395,0,Summit Duncan Air Ltd,Retail,44,0,1/07/2024
D202035,C104693,23/10/2024,17/01/2025,Closed Won,PM,People Management,Partners,dt,1500,0,Wenita Duncan Air Partners,Accounting,13,0,1/02/2025
D202036,C102467,2/12/2024,5/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,4158,0,Pivot Co.,Education,63,0,1/01/2025
D202037,C101797,26/07/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,shao,1402,0,Eurotec Atlas Limited,Construction,52,0,1/07/2024
D202038,C103248,28/04/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,unassigned,1005,0,Ohomairangi Summit Partners,Education,1,0,1/03/2024
D202039,C102744,24/04/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,awong,1473,0,Nimbus Nimbus Holdings,Retail,80,0,1/12/2024
D202040,C101783,2/03/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,shao,891,0,Summit Services,Accounting,66,0,1/11/2024
D202041,C103922,17/12/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,dt,6269,0,Alpha Alpha Partners,Education,52,0,1/08/2024
D202042,C104497,10/06/2024,6/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1250,1,Beta Group,Legal,1,0,1/10/2024
D202043,C100301,4/02/2025,21/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1267,0,Rimu Ltd,Software,4,0,1/04/2025
D202044,C103333,13/06/2024,3/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3124,0,Nimbus Services,Legal,1,0,1/08/2024
D202045,C102874,26/03/2024,30/04/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,shao,793,0,Nimbus Partners,Education,28,0,
D202046,C101999,24/09/2024,31/10/2024,Closed Won,PM,People Management,Direct,awong,1944,0,Ohomairangi Holdings,Education,51,0,1/11/2024
D202047,C102432,12/04/2024,29/04/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,2354,0,Duncan Air Partners,Legal,1,0,1/05/2024
D202048,C104635,4/06/2024,28/06/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,shao,6937,0,Duncan Air Holdings,Education,32,1,
D202049,C104850,25/03/2025,21/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,291,0,Alpha Tui Partners,Manufacturing,34,1,1/07/2025
D202050,C100150,8/01/2024,2/04/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,shao,440,0,Rimu Limited,Retail,75,0,
D202051,C102867,19/01/2024,7/02/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1353,0,Harbour Harbour Trust,Retail,17,0,
D202052,C102068,22/07/2024,25/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,447,0,Tui Group,Legal,9,0,1/10/2024
D202053,C100707,1/10/2024,25/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,1922,0,Summit Co.,Construction,52,1,1/10/2024
D202054,C101479,20/01/2024,,Open,PM,People Management,Partners,dinkster,0,0,Harbour Services,Retail,51,0,1/10/2024
D202055,C104518,28/11/2024,,Open,PM,People Management,Partners,awong,2156,0,Pivot Partners,Retail,24,0,1/10/2024
D202056,C100112,27/12/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,2613,0,Tui Wenita Group,Software,28,0,1/03/2025
D202057,C104751,2/06/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,679,0,Duncan Air Trust,Software,1,0,1/09/2024
D202058,C102789,3/07/2024,9/08/2024,Closed Won,PM,People Management,Direct,awong,1187,0,Nimbus Partners,Legal,49,0,1/09/2024
D202059,C103540,27/08/2024,30/08/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,379,0,Alpha Holdings,Retail,1,0,
D202060,C102863,24/02/2024,14/05/2024,Closed Won,PM,People Management,Direct,mkoenen,680,0,Rimu Co.,Legal,1,0,1/06/2024
D202061,C102151,4/06/2025,17/06/2025,Closed Won,PM,People Management,Direct,unassigned,811,0,Kauri Services,Healthcare,51,0,1/07/2025
D202062,C104282,16/10/2024,25/11/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1039,0,Eurotec Trust,Retail,49,0,
D202063,C103997,23/12/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,187,0,Harbour Group,Manufacturing,22,1,1/04/2025
D202064,C100939,23/07/2024,6/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,3188,0,Duncan Air Holdings,Retail,32,0,1/10/2024
D202065,C104766,13/11/2024,4/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,1920,0,Summit Partners,Education,68,0,1/02/2025
D202066,C104106,5/11/2024,24/12/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,857,0,Alpha Holdings,Accounting,21,0,1/01/2025
D202067,C104553,17/12/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,2525,0,Beta Limited,Legal,64,0,1/05/2025
D202068,C100930,6/04/2024,,Open,PM,People Management,Partners,shao,1738,0,Nimbus Trust,Manufacturing,56,0,1/04/2025
D202069,C102576,20/02/2025,27/03/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dinkster,5919,0,Pivot Group,Retail,13,0,
D202070,C104560,19/06/2025,5/07/2025,Closed Won,PM,People Management,Direct,dinkster,1190,0,Alpha Pivot Services,Retail,54,0,1/08/2025
D202071,C102115,5/04/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,awong,678,0,Beta Partners,Legal,1,0,1/05/2025
D202072,C104101,27/02/2024,7/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,3910,0,Kea Eurotec Ltd,Accounting,55,0,1/04/2024
D202073,C104080,14/02/2024,14/04/2024,Closed Lost,PM,People Management,Partners,dinkster,2240,0,Rimu Trust,Manufacturing,32,0,
D202074,C101461,13/11/2024,21/11/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,dt,5584,0,Atlas Co.,Construction,19,0,1/12/2024
D202075,C101078,2/01/2024,1/04/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,1435,0,Harbour Services,Manufacturing,44,0,1/05/2024
D202076,C103585,27/01/2024,20/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4475,0,Ohomairangi Holdings,Construction,37,0,1/03/2024
D202077,C104665,21/01/2024,27/03/2024,Closed Lost,PM,People Management,Partners,unassigned,1840,0,Kauri Harbour Trust,Construction,54,0,
D202078,C102281,2/01/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,dt,2759,0,Atlas Pivot Ltd,Accounting,1,0,1/12/2024
D202079,C102425,21/04/2024,17/07/2024,Closed Lost,PM,People Management,Partners,dt,560,0,Wenita Trust,Healthcare,13,0,
D202080,C104018,19/06/2024,9/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2247,0,Ohomairangi Kea Partners,Legal,70,0,1/09/2024
D202081,C100112,25/06/2024,2/09/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1286,0,Tui Wenita Group,Software,28,0,
D202082,C102572,17/11/2024,4/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,3222,0,Ohomairangi Kauri Services,Manufacturing,1,1,1/03/2025
D202083,C104395,10/08/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,shao,4113,0,Alpha Atlas Ltd,Manufacturing,8,0,1/12/2024
D202084,C100584,5/02/2025,,Open,PAYROLL_MPS,Managed Payroll,Direct,dinkster,2028,0,Wenita Alpha Group,Construction,1,1,1/03/2025
D202085,C101344,7/08/2024,1/09/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,2726,0,Tui Limited,Education,50,0,
D202086,C100978,31/03/2025,5/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2790,0,Nimbus Co.,Healthcare,59,1,1/06/2025
D202087,C101462,23/03/2024,,Open,PM,People Management,Partners,dinkster,1752,0,Duncan Air Kea Trust,Healthcare,39,1,1/12/2024
D202088,C102163,12/06/2025,,Open,ADD_ON_TKR,TKR Add-on,Partners,dinkster,464,0,Nimbus Group,Legal,23,0,1/09/2024
D202089,C104027,16/09/2024,2/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2936,0,Tui Trust,Software,13,0,1/12/2024
D202090,C100427,13/02/2025,7/05/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,unassigned,7541,0,Eurotec Holdings,Manufacturing,1,0,
D202091,C104159,30/12/2024,25/02/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,unassigned,614,0,Beta Ltd,Accounting,1,0,
D202092,C101905,6/12/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,dt,0,0,Rimu Partners,Software,1,0,1/01/2025
D202093,C102384,27/02/2024,14/05/2024,Closed Won,PM,People Management,Partners,mkoenen,905,0,Tui Limited,Accounting,26,0,1/06/2024
D202094,C100981,6/06/2024,12/06/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,shao,307,0,Kauri Nimbus Ltd,Healthcare,43,0,
D202095,C101088,10/04/2025,25/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,551,0,Summit Co.,Legal,27,1,1/05/2025
D202096,C100521,25/04/2024,16/07/2024,Closed Won,PM,People Management,Partners,unassigned,1075,0,Atlas Holdings,Healthcare,45,0,1/08/2024
D202097,C102487,31/10/2024,17/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2453,0,Wenita Holdings,Software,24,0,1/02/2025
D202098,C104220,23/02/2024,16/03/2024,Closed Won,PM,People Management,Direct,shao,1283,0,Ohomairangi Partners,Education,67,0,1/03/2024
D202099,C103930,3/05/2024,,Open,PM,People Management,Direct,shao,1188,0,Wenita Alpha Partners,Education,1,0,1/01/2025
D202100,C100080,13/07/2024,,Open,PM,People Management,Direct,awong,1174,0,Tui Holdings,Manufacturing,28,0,1/03/2025
D202101,C100236,4/10/2024,9/12/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1368,0,Eurotec Group,Manufacturing,57,0,
D202102,C101453,16/05/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,dt,866,0,Pivot Duncan Air Trust,Software,18,0,1/10/2024
D202103,C103244,3/08/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,3411,0,Harbour Services,Accounting,1,0,1/02/2025
D202104,C103397,20/07/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,4275,0,Ohomairangi Limited,Retail,55,0,1/04/2025
D202105,C103111,20/02/2025,,Open,PM,People Management,Partners,dinkster,446,0,Rimu Nimbus Holdings,Retail,58,0,1/08/2024
D202106,C102810,26/09/2024,22/11/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,dinkster,3649,0,Wenita Limited,Legal,26,0,
D202107,C101110,11/12/2024,3/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,0,0,Alpha Ltd,Construction,15,1,1/01/2025
D202108,C103050,11/06/2024,26/07/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4678,0,Kea Atlas Ltd,Legal,4,0,1/08/2024
D202109,C103162,27/01/2025,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,4834,0,Kauri Holdings,Accounting,35,0,1/04/2025
D202110,C103810,27/03/2025,19/06/2025,Closed Won,PM,People Management,Partners,awong,1010,0,Summit Ltd,Education,17,0,1/07/2025
D202111,C100499,25/01/2025,,Open,PAYROLL_MPS,Managed Payroll,Partners,unassigned,6194,0,Eurotec Holdings,Accounting,40,0,1/01/2025
D202112,C104011,6/04/2024,14/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,132,0,Tui Beta Trust,Legal,51,0,1/06/2024
D202113,C104890,3/01/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,awong,1823,0,Tui Holdings,Legal,1,0,1/05/2024
D202114,C100957,14/06/2025,,Open,PAYROLL_MPS,Managed Payroll,Partners,shao,2132,0,Atlas Co.,Manufacturing,14,0,1/06/2024
D202115,C101502,9/07/2024,13/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,1262,0,Pivot Co.,Accounting,17,0,1/09/2024
D202116,C103024,28/09/2024,12/11/2024,Closed Lost,PM,People Management,Partners,mkoenen,2007,0,Kea Holdings,Accounting,2,0,
D202117,C103587,15/04/2025,,Open,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1069,0,Beta Harbour Trust,Healthcare,30,0,1/04/2024
D202118,C104733,24/09/2024,25/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,564,0,Tui Co.,Retail,22,0,1/11/2024
D202119,C102598,28/07/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,752,0,Kea Holdings,Manufacturing,1,0,1/06/2025
D202120,C100675,14/06/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3440,0,Pivot Kauri Services,Healthcare,1,0,1/03/2025
D202121,C101403,23/06/2024,7/07/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4532,0,Alpha Atlas Ltd,Construction,29,0,
D202122,C102380,23/08/2024,16/09/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,6360,0,Nimbus Nimbus Trust,Legal,34,0,1/10/2024
D202123,C100381,12/03/2024,16/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,3430,0,Beta Partners,Accounting,57,0,1/06/2024
D202124,C103821,9/06/2025,4/07/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,1329,0,Tui Group,Accounting,1,0,1/08/2025
D202125,C103406,1/07/2025,,Open,PM,People Management,Direct,dinkster,923,0,Nimbus Eurotec Trust,Healthcare,44,0,1/06/2025
D202126,C104615,12/04/2024,24/05/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,awong,3295,0,Duncan Air Ohomairangi Partners,Manufacturing,31,0,
D202127,C102752,3/04/2024,,Open,PM,People Management,Direct,dinkster,1149,0,Beta Kauri Ltd,Legal,26,0,1/04/2024
D202128,C104767,7/08/2024,14/08/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,221,0,Duncan Air Co.,Education,7,0,
D202129,C101140,13/12/2024,8/03/2025,Closed Won,PM,People Management,Direct,shao,1521,0,Nimbus Summit Holdings,Legal,1,0,1/03/2025
D202130,C101282,8/07/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2387,0,Eurotec Summit Ltd,Manufacturing,1,0,1/03/2025
D202131,C100109,8/04/2025,17/06/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,dinkster,3345,0,Rimu Holdings,Software,70,0,
D202132,C103073,28/03/2025,3/06/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,4259,0,Atlas Partners,Retail,6,0,
D202133,C103955,2/11/2024,30/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,1881,0,Duncan Air Holdings,Construction,55,0,1/03/2025
D202134,C102246,29/06/2025,20/08/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1792,0,Kea Harbour Services,Software,1,0,1/09/2025
D202135,C102966,26/01/2025,22/04/2025,Closed Won,PM,People Management,Partners,dt,2104,0,Pivot Holdings,Manufacturing,50,0,1/05/2025
