deal_id,company_id,deal_created_date,deal_close_date,status,product_code,product_name,channel,owner,deal_mrr,reopened_flag,company_name,industry,employee_count,is_partner,first_invoice_date,event_occurred,time_to_invoice
D202471,C101425,10/07/2024,28/07/2024,Closed Won,PM,People Management,Direct,unassigned,1406,0,Eurotec Group,Education,21,0,1/08/2024,1,4
D202473,C100562,28/05/2025,30/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,1260,0,Duncan Air Trust,Education,55,0,1/07/2025,1,1
D202481,C104017,24/02/2024,31/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,4685,0,Tui Holdings,Retail,68,0,1/05/2024,1,31
D202483,C102356,2/02/2025,21/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3838,0,Rimu Group,Software,1,0,1/04/2025,1,11
D202485,C102756,29/10/2024,22/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,3266,0,Alpha Holdings,Healthcare,33,0,1/12/2024,1,9
D202488,C103158,16/03/2025,20/05/2025,Closed Won,PM,People Management,Direct,shao,1935,0,Summit Tui Holdings,Accounting,6,1,1/06/2025,1,12
D202491,C104237,13/01/2024,26/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,5534,0,Summit Holdings,Construction,17,0,1/03/2024,1,4
D202492,C101840,6/02/2024,21/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,938,0,Nimbus Co.,Education,48,0,1/03/2024,1,9
D202493,C102983,7/01/2025,21/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2833,0,Duncan Air Partners,Legal,1,0,1/03/2025,1,8
D202500,C104456,28/04/2025,13/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2272,0,Tui Limited,Legal,1,0,1/06/2025,1,19
D202502,C104614,29/03/2024,30/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,1468,0,Rimu Services,Accounting,53,0,1/06/2024,1,2
D202508,C103486,23/06/2025,28/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,6965,0,Summit Duncan Air Services,Legal,30,0,1/07/2025,1,3
D202509,C102166,20/10/2024,23/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,5533,0,Alpha Holdings,Construction,6,0,1/11/2024,1,9
D202510,C101757,11/06/2024,18/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,633,0,Nimbus Ohomairangi Co.,Accounting,22,0,1/07/2024,1,13
D202515,C102326,4/12/2024,17/12/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,312,0,Nimbus Tui Partners,Retail,6,0,1/01/2025,1,15
D202518,C104439,12/03/2025,25/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,3525,0,Kauri Co.,Manufacturing,1,0,1/06/2025,1,7
D202528,C100420,8/10/2024,28/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,6338,0,Wenita Group,Healthcare,8,0,1/01/2025,1,34
D202529,C103622,12/03/2025,13/03/2025,Closed Won,PM,People Management,Direct,shao,2047,0,Harbour Limited,Retail,11,0,1/04/2025,1,19
D202530,C103251,19/04/2025,25/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1847,0,Kauri Co.,Healthcare,41,0,1/06/2025,1,7
D202532,C103621,22/02/2024,7/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,672,0,Beta Wenita Services,Accounting,1,0,1/06/2024,1,25
D202537,C102158,30/05/2024,14/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,4496,0,Eurotec Limited,Construction,11,0,1/09/2024,1,18
D202540,C104147,2/11/2024,29/12/2024,Closed Won,PM,People Management,Direct,shao,0,0,Beta Group,Construction,59,0,1/01/2025,1,3
D202542,C100437,21/02/2025,4/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2321,0,Wenita Limited,Software,16,0,1/04/2025,1,28
D202543,C100939,17/04/2024,9/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,369,0,Duncan Air Holdings,Retail,32,0,1/07/2024,1,22
D202546,C103199,19/10/2024,1/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,545,0,Nimbus Co.,Education,35,0,1/01/2025,1,0
D202547,C101709,10/03/2024,21/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,2281,0,Harbour Co.,Construction,44,0,1/06/2024,1,11
D202548,C102359,28/12/2024,12/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2554,0,Eurotec Ltd,Legal,44,0,1/04/2025,1,20
D202550,C104051,28/02/2024,28/03/2024,Closed Won,PM,People Management,Direct,mkoenen,1152,0,Summit Limited,Manufacturing,12,0,1/04/2024,1,4
D202551,C104660,16/05/2024,2/06/2024,Closed Won,PM,People Management,Partners,awong,870,0,Wenita Kea Services,Education,9,0,1/07/2024,1,29
D202553,C103344,8/02/2025,11/04/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,581,0,Alpha Co.,Construction,37,0,1/05/2025,1,20
D202556,C102280,13/01/2024,21/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,4137,0,Rimu Summit Group,Construction,29,0,1/03/2024,1,9
D202557,C102350,16/05/2024,7/07/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1200,0,Duncan Air Rimu Services,Education,37,0,1/08/2024,1,25
D202558,C102739,29/05/2025,17/08/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2582,0,Kauri Harbour Group,Accounting,105,0,1/09/2025,1,15
D202559,C103381,27/12/2024,24/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1411,0,Beta Nimbus Limited,Legal,10,0,1/04/2025,1,36
D202564,C100377,30/04/2024,14/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,804,0,Wenita Services,Manufacturing,1,1,1/06/2024,1,18
D202567,C101000,18/01/2025,20/02/2025,Closed Won,PM,People Management,Direct,shao,1406,0,Summit Wenita Ltd,Retail,1,0,1/03/2025,1,9
D202568,C101628,19/04/2024,15/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,778,0,Beta Co.,Accounting,24,0,1/06/2024,1,17
D202569,C103089,1/07/2024,31/07/2024,Closed Won,PM,People Management,Partners,awong_tmp,1829,0,Kauri Holdings,Retail,1,1,1/09/2024,1,32
D202570,C101074,10/01/2024,21/03/2024,Closed Won,PM,People Management,Partners,dinkster,736,0,Beta Co.,Software,1,0,1/05/2024,1,41
D202571,C101655,12/07/2024,9/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,2695,0,Alpha Atlas Ltd,Software,1,0,1/09/2024,1,23
D202574,C104885,4/03/2024,21/03/2024,Closed Won,PM,People Management,Partners,mkoenen,620,0,Nimbus Trust,Manufacturing,31,0,1/04/2024,1,11
D202576,C100650,4/07/2024,30/07/2024,Closed Won,PM,People Management,Direct,dt,2607,0,Wenita Co.,Construction,24,0,1/09/2024,1,33
D202577,C104363,7/06/2025,22/07/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,108,0,Pivot Co.,Accounting,24,0,1/08/2025,1,10
D202578,C103806,15/10/2024,14/12/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1229,0,Tui Partners,Construction,60,0,1/01/2025,1,18
D202581,C101124,29/10/2024,27/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1388,0,Harbour Ltd,Manufacturing,62,0,1/02/2025,1,5
D202584,C104811,26/09/2024,26/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,622,0,Nimbus Limited,Retail,5,0,1/11/2024,1,6
D202585,C100952,18/09/2024,17/12/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,1585,0,Eurotec Alpha Co.,Retail,19,0,1/01/2025,1,15
D202592,C104639,22/04/2025,8/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2339,0,Pivot Partners,Construction,55,0,1/07/2025,1,23
D202593,C104516,17/10/2024,27/11/2024,Closed Won,PM,People Management,Partners,shao,1735,0,Tui Nimbus Trust,Education,1,0,1/12/2024,1,4
D202595,C101930,11/04/2025,1/07/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao_tmp,429,0,Kea Services,Accounting,32,0,1/07/2025,1,0
D202598,C101741,27/02/2025,5/05/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,1083,0,Kauri Harbour Holdings,Construction,57,0,1/06/2025,1,27
D202600,C103654,9/06/2024,2/08/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,1942,0,Summit Harbour Ltd,Education,1,0,1/09/2024,1,30
D202602,C103644,21/09/2024,24/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,764,0,Atlas Partners,Healthcare,3,0,1/10/2024,1,7
D202603,C101422,24/11/2024,31/12/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1518,0,Beta Beta Limited,Legal,20,0,1/01/2025,1,1
D202605,C101870,25/12/2024,4/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,898,0,Atlas Group,Healthcare,13,0,1/02/2025,1,28
D202606,C101680,26/09/2024,4/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1386,0,Rimu Limited,Construction,15,0,1/11/2024,1,28
D202610,C102935,9/06/2024,1/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,3011,0,Beta Services,Software,5,0,1/09/2024,1,0
D202611,C101091,28/01/2025,28/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,1494,0,Atlas Holdings,Education,40,0,1/06/2025,1,34
D202612,C103358,27/05/2025,19/07/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,57,0,Ohomairangi Co.,Education,36,0,1/08/2025,1,13
D202613,C100660,18/01/2025,14/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,747,0,Wenita Partners,Education,1,0,1/05/2025,1,17
D202615,C101381,27/08/2024,27/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,3008,0,Ohomairangi Limited,Manufacturing,1,0,1/11/2024,1,5
D202616,C101224,8/03/2025,18/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2781,0,Atlas Pivot Co.,Retail,52,0,1/04/2025,1,14
D202620,C101087,13/03/2024,28/04/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1815,0,Summit Services,Healthcare,10,0,1/05/2024,1,3
D202621,C103862,7/03/2025,21/03/2025,Closed Won,PM,People Management,Direct,mkoenen,1200,0,Summit Limited,Legal,4,0,1/04/2025,1,11
D202622,C103519,13/07/2024,18/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,8868,0,Beta Harbour Holdings,Software,38,0,1/09/2024,1,14
D202623,C100590,11/02/2024,12/04/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1057,0,Eurotec Trust,Education,5,0,1/05/2024,1,19
D202628,C104859,20/02/2025,24/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,8062,0,Atlas Trust,Education,24,0,1/05/2025,1,38
D202633,C102435,9/05/2024,26/07/2024,Closed Won,PM,People Management,Direct,dinkster,799,0,Tui Trust,Construction,25,0,1/08/2024,1,6
D202638,C100792,24/05/2025,28/07/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,1147,0,Alpha Wenita Limited,Manufacturing,43,0,1/09/2025,1,35
D202639,C103784,29/05/2024,14/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,841,0,Ohomairangi Co.,Manufacturing,28,0,1/09/2024,1,18
D202642,C103324,4/04/2024,9/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,837,0,Wenita Ltd,Legal,1,0,1/07/2024,1,22
D202643,C100554,23/03/2025,15/06/2025,Closed Won,PM,People Management,Partners,mkoenen,2127,0,Tui Limited,Manufacturing,34,0,1/07/2025,1,16
D202649,C101861,20/04/2025,16/05/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,630,0,Harbour Nimbus Services,Education,94,1,1/06/2025,1,16
D202651,C101967,5/08/2024,1/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2241,0,Rimu Limited,Manufacturing,75,0,1/09/2024,1,0
D202653,C102431,15/04/2024,30/06/2024,Closed Won,PM,People Management,Partners,shao,2286,0,Kea Services,Manufacturing,41,0,1/08/2024,1,32
D202654,C100050,16/07/2024,19/08/2024,Closed Won,PM,People Management,Direct,shao,1859,0,Tui Services,Manufacturing,73,0,1/09/2024,1,13
D202656,C100582,22/09/2024,23/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,919,0,Kea Services,Legal,25,0,1/11/2024,1,9
D202657,C101749,12/01/2024,25/01/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,107,0,Beta Holdings,Manufacturing,14,0,1/02/2024,1,7
D202664,C104857,22/03/2025,20/05/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,521,0,Wenita Group,Healthcare,1,0,1/06/2025,1,12
D202665,C104338,25/01/2025,1/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2151,0,Tui Partners,Construction,8,0,1/04/2025,1,31
D202667,C101696,15/02/2025,13/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,2644,0,Kauri Trust,Legal,47,0,1/06/2025,1,19
D202669,C103412,13/07/2024,27/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,1045,0,Kauri Atlas Holdings,Software,1,0,1/10/2024,1,35
D202671,C102870,26/04/2025,27/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,0,0,Duncan Air Ltd,Software,30,0,1/07/2025,1,4
D202672,C102780,3/03/2025,17/04/2025,Closed Won,PM,People Management,Partners,shao,1529,0,Kea Partners,Retail,1,0,1/05/2025,1,14
D202677,C101634,30/07/2024,6/09/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,1965,0,Harbour Limited,Software,36,0,1/10/2024,1,25
D202678,C101835,8/04/2024,12/06/2024,Closed Won,PM,People Management,Direct,unassigned,960,0,Duncan Air Trust,Software,10,0,1/07/2024,1,19
D202679,C102620,4/06/2024,26/06/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,4883,0,Wenita Rimu Limited,Healthcare,27,0,1/08/2024,1,36
D202681,C104183,26/06/2024,17/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,4592,0,Tui Limited,Software,87,0,1/09/2024,1,15
D202682,C103603,19/09/2024,29/09/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,5320,0,Harbour Alpha Trust,Software,14,0,1/10/2024,1,2
D202684,C101908,15/01/2025,29/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,853,0,Rimu Holdings,Manufacturing,38,0,1/02/2025,1,3
D202688,C103388,26/03/2024,30/04/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,4675,0,Harbour Nimbus Holdings,Retail,1,0,1/05/2024,1,1
D202697,C101222,17/08/2024,15/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,887,0,Rimu Partners,Software,63,0,1/10/2024,1,16
D202699,C103434,20/11/2024,27/01/2025,Closed Won,PM,People Management,Direct,unassigned,1346,1,Duncan Air Nimbus Services,Retail,44,0,1/02/2025,1,5
D202704,C103141,13/04/2024,31/05/2024,Closed Won,PM,People Management,Partners,awong,1169,0,Summit Partners,Manufacturing,31,0,1/06/2024,1,1
D202706,C104727,16/01/2025,20/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,3568,0,Alpha Ltd,Education,26,0,1/02/2025,1,12
D202711,C100840,20/04/2024,17/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2822,0,Alpha Kea Limited,Software,63,0,1/06/2024,1,15
D202713,C104053,14/07/2024,31/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,3787,0,Kea Holdings,Construction,28,0,1/09/2024,1,1
D202714,C102583,22/01/2025,21/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,973,0,Wenita Ltd,Manufacturing,61,0,1/05/2025,1,10
D202715,C102220,20/01/2024,23/01/2024,Closed Won,PM,People Management,Partners,shao,993,0,Alpha Services,Legal,33,0,1/03/2024,1,38
D202723,C100409,30/05/2025,19/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,0,0,Beta Trust,Accounting,36,0,1/07/2025,1,12
D202724,C102790,1/01/2025,21/03/2025,Closed Won,PM,People Management,Direct,dt,872,0,Rimu Trust,Software,33,0,1/04/2025,1,11
D202726,C101495,22/06/2025,5/07/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,1319,0,Kea Co.,Accounting,24,0,1/08/2025,1,27
D202728,C103361,12/08/2024,17/09/2024,Closed Won,PM,People Management,Partners,awong,983,0,Rimu Tui Co.,Retail,31,0,1/10/2024,1,14
D202731,C103021,3/02/2025,25/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1355,0,Ohomairangi Holdings,Healthcare,11,0,1/06/2025,1,37
D202732,C104759,11/02/2024,2/04/2024,Closed Won,PM,People Management,Direct,mkoenen,1724,0,Eurotec Co.,Manufacturing,33,0,1/05/2024,1,29
D202734,C103138,1/06/2024,1/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1094,0,Pivot Co.,Healthcare,1,0,1/09/2024,1,31
D202735,C102584,19/04/2025,21/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,18,0,Ohomairangi Atlas Group,Software,1,0,1/05/2025,1,10
D202736,C103460,22/02/2025,13/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,5558,0,Alpha Services,Healthcare,1,0,1/05/2025,1,18
D202745,C103764,18/03/2025,15/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1126,0,Duncan Air Ltd,Software,12,0,1/07/2025,1,16
D202746,C101041,19/07/2024,2/10/2024,Closed Won,PM,People Management,Partners,unassigned,1062,0,Beta Co.,Construction,57,1,1/11/2024,1,30
D202747,C101506,8/03/2025,15/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,4399,0,Atlas Alpha Group,Legal,1,0,1/06/2025,1,17
D202748,C104603,7/09/2024,28/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2472,0,Summit Ltd,Software,39,0,1/01/2025,1,34
D202749,C102035,11/02/2024,25/03/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,2399,0,Wenita Tui Trust,Accounting,44,0,1/04/2024,1,7
D202750,C104485,7/01/2025,22/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,0,0,Alpha Limited,Retail,16,0,1/04/2025,1,10
D202755,C104411,25/05/2024,22/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,2635,0,Atlas Holdings,Retail,1,0,1/09/2024,1,10
D202758,C100686,25/02/2025,23/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,807,0,Rimu Group,Retail,33,0,1/05/2025,1,8
D202760,C100277,5/09/2024,21/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,629,0,Tui Nimbus Limited,Healthcare,67,0,1/10/2024,1,10
D202762,C104381,11/03/2025,15/05/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,3096,0,Eurotec Co.,Education,6,0,1/06/2025,1,17
D202764,C104728,29/01/2025,13/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,478,0,Atlas Services,Education,1,0,1/05/2025,1,18
D202767,C104126,16/10/2024,22/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,2401,0,Alpha Services,Education,1,0,1/11/2024,1,10
D202768,C101048,14/02/2024,19/04/2024,Closed Won,PM,People Management,Direct,dinkster,163,0,Ohomairangi Trust,Software,79,0,1/05/2024,1,12
D202770,C101589,27/09/2024,28/11/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,1455,0,Harbour Kauri Co.,Construction,1,0,1/01/2025,1,34
D202771,C103710,20/05/2025,15/07/2025,Closed Won,PM,People Management,Direct,dt,1154,0,Duncan Air Pivot Ltd,Retail,1,0,1/08/2025,1,17
D202772,C100250,16/10/2024,29/11/2024,Closed Won,PM,People Management,Partners,shao,0,0,Kea Group,Software,58,0,1/12/2024,1,2
D202776,C102065,4/07/2024,18/09/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,1282,0,Kauri Limited,Accounting,33,0,1/10/2024,1,13
D202778,C103172,22/05/2025,24/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,663,0,Wenita Co.,Manufacturing,4,0,1/07/2025,1,7
D202779,C102146,20/04/2024,21/04/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1143,0,Atlas Limited,Legal,12,0,1/05/2024,1,10
D202780,C100325,20/12/2024,20/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,1653,0,Kea Tui Ltd,Manufacturing,26,0,1/03/2025,1,9
D202781,C100512,23/09/2024,26/11/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1172,0,Kauri Co.,Software,14,0,1/01/2025,1,36
D202782,C101460,10/10/2024,15/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,2105,0,Eurotec Harbour Co.,Accounting,47,0,1/11/2024,1,17
D202788,C103655,7/03/2024,17/03/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1357,0,Eurotec Tui Holdings,Retail,1,0,1/04/2024,1,15
D202789,C101624,20/06/2025,11/08/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,4426,0,Wenita Group,Retail,54,0,1/09/2025,1,21
D202791,C102726,20/04/2025,11/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3576,0,Duncan Air Ohomairangi Limited,Legal,32,1,1/08/2025,1,21
D202792,C104494,24/10/2024,25/10/2024,Closed Won,PM,People Management,Partners,unassigned,604,0,Duncan Air Co.,Accounting,1,0,1/11/2024,1,7
D202793,C101863,17/06/2025,28/08/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1779,0,Ohomairangi Ltd,Manufacturing,17,0,1/09/2025,1,4
D202795,C102451,13/11/2024,26/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,353,0,Kea Group,Software,25,0,1/02/2025,1,6
D202799,C101279,8/02/2024,24/03/2024,Closed Won,PM,People Management,Partners,mkoenen,1845,0,Ohomairangi Partners,Education,58,0,1/04/2024,1,8
D202800,C103607,19/02/2024,28/02/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2445,0,Harbour Holdings,Retail,55,0,1/03/2024,1,2
D202804,C104246,30/09/2024,22/12/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,1538,1,Summit Limited,Construction,11,0,1/01/2025,1,10
D202805,C100400,20/01/2024,23/03/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,0,0,Tui Group,Retail,27,0,1/04/2024,1,9
D202807,C103767,27/10/2024,27/12/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,1900,0,Rimu Limited,Accounting,7,1,1/02/2025,1,36
D202813,C101020,17/06/2025,2/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,3986,0,Ohomairangi Eurotec Holdings,Legal,1,0,1/08/2025,1,30
D202816,C100332,3/05/2025,24/05/2025,Closed Won,PM,People Management,Direct,dinkster,932,0,Ohomairangi Pivot Holdings,Healthcare,55,0,1/06/2025,1,8
D202819,C102828,24/07/2024,26/08/2024,Closed Won,PM,People Management,Partners,dt,1721,0,Alpha Harbour Services,Legal,11,0,1/09/2024,1,6
D202821,C104185,17/01/2025,26/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,2141,0,Nimbus Partners,Retail,18,0,1/04/2025,1,34
D202822,C104990,28/04/2025,23/06/2025,Closed Won,PM,People Management,Direct,awong,1104,0,Beta Holdings,Manufacturing,8,0,1/07/2025,1,8
D202823,C101823,17/05/2025,3/06/2025,Closed Won,PM,People Management,Partners,nobody,1978,0,Nimbus Harbour Services,Healthcare,29,0,1/07/2025,1,28
D202826,C104908,11/04/2024,25/04/2024,Closed Won,PM,People Management,Direct,mkoenen,0,0,Rimu Harbour Trust,Manufacturing,74,0,1/05/2024,1,6
D202831,C101610,7/01/2024,27/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,2538,0,Harbour Partners,Legal,39,0,1/04/2024,1,5
D202833,C104185,5/01/2024,14/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,4138,0,Nimbus Partners,Retail,18,0,1/03/2024,1,16
D202835,C104351,19/04/2024,22/04/2024,Closed Won,PM,People Management,Direct,shao,1811,0,Ohomairangi Ohomairangi Ltd,Legal,15,0,1/05/2024,1,9
D202837,C101161,19/06/2024,23/07/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,1795,0,Wenita Limited,Retail,1,0,1/09/2024,1,40
D202838,C102234,6/12/2024,13/12/2024,Closed Won,PM,People Management,Direct,awong,1971,0,Atlas Holdings,Software,44,0,1/01/2025,1,19
D202839,C103043,6/05/2024,3/08/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2316,0,Kauri Harbour Group,Retail,1,0,1/09/2024,1,29
D202842,C103030,23/04/2024,26/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1157,0,Duncan Air Services,Software,1,0,1/06/2024,1,6
D202844,C103874,27/02/2024,28/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,4350,0,Tui Holdings,Retail,26,0,1/05/2024,1,34
D202850,C103820,1/12/2024,27/01/2025,Closed Won,PM,People Management,Direct,dinkster,1237,0,Nimbus Ltd,Healthcare,7,0,1/03/2025,1,33
D202852,C101910,12/07/2024,10/10/2024,Closed Won,PM,People Management,Direct,dinkster,165,0,Eurotec Services,Healthcare,80,0,1/11/2024,1,22
D202855,C103692,28/04/2025,8/06/2025,Closed Won,PM,People Management,Direct,awong_tmp,827,0,Pivot Ltd,Manufacturing,18,0,1/07/2025,1,23
D202856,C104797,5/10/2024,24/11/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,352,0,Pivot Harbour Co.,Healthcare,1,0,1/01/2025,1,38
D202860,C104316,13/03/2025,16/03/2025,Closed Won,PM,People Management,Partners,unassigned,1328,0,Duncan Air Group,Construction,63,0,1/04/2025,1,16
D202862,C100254,11/01/2024,23/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,4683,0,Alpha Partners,Manufacturing,45,0,1/04/2024,1,9
