deal_id,company_id,deal_created_date,deal_close_date,status,product_code,product_name,channel,owner,deal_mrr,reopened_flag
D202346,C103258,2024-04-22,2024-06-12,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,777,0
D202347,C104394,2025-06-16,2025-07-21,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,5223,0
D202348,C102930,2024-10-23,,Open,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1244,0
D202349,C100359,2025-01-31,2025-03-12,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,dt,6364,0
D202350,C104462,2024-11-07,,Open,PAYROLL_DIY,Payroll DIY,Partners,awong,1808,0
D202351,C100397,2024-12-19,2025-01-05,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,shao,1560,0
D202352,C100418,2025-06-29,,Open,PAYROLL_DIY,Payroll DIY,Partners,,1912,0
D202353,C103676,2024-03-03,2024-05-15,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1064,0
D202354,C103677,2024-04-16,,Open,PAYROLL_MPS,Managed Payroll,Partners,shao,1991,0
D202355,C100142,2024-11-07,,Open,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1325,0
D202356,C100723,2024-11-29,2025-01-03,Closed Won,PM,People Management,Partners,awong,1004,0
D202357,C100766,2024-01-04,2024-02-05,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,885,0
D202358,C102743,2024-04-07,2024-06-28,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,906,0
D202359,C102444,2024-01-10,2024-01-13,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1889,0
D202360,C101681,2024-11-13,2024-11-22,Closed Won,PM,People Management,Partners,dinkster,830,0
D202361,C104392,2025-03-11,2025-05-07,Closed Won,PM,People Management,Partners,dinkster,931,0
D202362,C103135,2024-09-04,2024-09-24,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,2110,0
D202363,C100013,2025-06-21,2025-06-26,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1304,0
D202364,C101340,2025-05-02,2025-06-01,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,8889,0
D202365,C102734,2024-01-30,2024-04-06,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,7141,0
D202366,C102499,2025-04-03,2025-06-05,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,shao,6670,0
D202367,C100710,2024-09-09,2024-10-19,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,849,0
D202368,C104820,2024-06-02,,Open,PM,People Management,Partners,awong,729,0
D202369,C103518,2024-04-07,2024-05-06,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2269,0
D202370,C103624,2024-10-03,2024-10-10,Closed Won,PM,People Management,Partners,awong,978,0
D202371,C103236,2024-02-26,2024-04-05,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,7332,0
D202372,C100083,2024-12-31,,Open,PAYROLL_MPS,Managed Payroll,Direct,shao,1899,0
D202373,C104941,2024-08-17,2024-10-18,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3777,0
D202374,C101443,2025-05-18,2025-06-01,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,5607,0
D202375,C103672,2024-10-20,2024-12-24,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,773,0
D202376,C103752,2024-12-21,2025-01-02,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2298,0
D202377,C102180,2025-06-17,2025-08-05,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,4086,0
D202378,C104386,2025-03-05,,Open,PAYROLL_DIY,Payroll DIY,Direct,awong,2074,0
D202379,C102452,2025-04-20,,Open,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,772,0
D202380,C101236,2024-09-02,2024-09-19,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,545,0
D202381,C101127,2024-07-25,2024-08-23,Closed Won,PM,People Management,Direct,shao,1049,0
D202382,C101794,2024-12-28,,Open,PM,People Management,Direct,dinkster,1320,0
D202383,C100179,2025-02-12,2025-04-06,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dt,1549,0
D202384,C101729,2025-05-30,2025-08-06,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,5154,0
D202385,C100354,2024-06-13,,Open,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4551,0
D202386,C104828,2024-04-06,,Open,ADD_ON_TKR,TKR Add-on,Direct,dinkster,555,0
D202387,C100564,2024-11-19,2024-12-18,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,3761,0
D202388,C102309,2024-08-22,2024-09-29,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,5639,0
D202389,C102695,2024-12-24,2025-03-17,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,304,0
D202390,C103504,2025-03-03,2025-03-13,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1449,1
D202391,C102395,2024-01-30,2024-04-16,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1246,0
D202392,C104789,2024-11-08,2024-12-26,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,2121,0
D202393,C104530,2025-03-09,2025-04-17,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,unassigned,5885,0
D202394,C103819,2024-12-28,,Open,ADD_ON_TKR,TKR Add-on,Direct,dt,410,0
D202395,C101073,2025-06-26,2025-08-20,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2252,0
D202396,C103298,2024-08-08,2024-08-20,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,dt,991,0
D202397,C103140,2025-01-10,2025-03-04,Closed Lost,PM,People Management,Partners,awong,609,0
D202398,C101859,2024-09-29,2024-11-24,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2058,0
D202399,C102288,2024-02-29,2024-03-20,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,1059,0
D202400,C103438,2025-05-06,2025-07-04,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,9243,0
D202401,C101428,2024-11-07,2025-01-21,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,654,0
D202402,C100987,2025-01-14,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2324,0
D202403,C104808,2024-09-18,2024-10-26,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1849,0
D202404,C103535,2025-02-06,2025-02-28,Closed Won,PM,People Management,Direct,awong,342,0
D202405,C101493,2024-06-02,2024-06-19,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2050,0
D202406,C102505,2024-04-28,2024-05-16,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt_tmp,0,0
D202407,C104501,2025-04-23,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,1756,0
D202408,C103871,2024-01-29,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,2794,0
D202409,C103191,2024-12-17,2025-02-06,Closed Won,PM,People Management,Direct,unassigned,1010,0
D202410,C100833,2024-08-18,2024-10-10,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,6180,0
D202411,C100171,2025-01-07,2025-03-22,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,893,0
D202412,C102179,2025-02-10,2025-05-08,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4040,0
D202413,C102335,2024-04-25,2024-06-24,Closed Lost,PM,People Management,Partners,mkoenen,425,0
D202414,C100717,2024-08-15,2024-09-15,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,5623,0
D202415,C100838,2025-02-05,2025-04-11,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,964,0
D202416,C100937,2024-08-17,,Open,PAYROLL_MPS,Managed Payroll,Direct,,2100,0
D202417,C104923,2024-03-25,2024-04-26,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,shao,1740,0
D202418,C100503,2024-12-24,2025-01-23,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,2511,0
D202419,C103191,2024-12-09,2025-03-09,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,awong,2409,0
D202420,C104759,2024-07-10,2024-08-13,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,3763,0
D202421,C104699,2024-06-30,2024-07-18,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,909,0
D202422,C101541,2024-06-21,2024-08-04,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2577,0
D202423,C102818,2024-03-19,2024-03-27,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2480,0
D202424,C101636,2024-12-14,2025-02-19,Closed Won,PM,People Management,Partners,shao,2245,0
D202425,C101829,2025-03-17,2025-05-04,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,1754,0
D202426,C104712,2024-06-09,2024-09-07,Closed Lost,PM,People Management,Partners,unassigned,0,0
D202427,C100569,2025-03-24,2025-04-04,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,3167,0
D202428,C103891,2024-07-04,,Open,PAYROLL_DIY,Payroll DIY,Direct,shao,2008,0
D202429,C100108,2024-07-30,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,887,0
D202430,C102090,2024-03-09,,Open,PAYROLL_MPS,Managed Payroll,Direct,unassigned,2940,0
D202431,C101887,2025-04-18,2025-06-27,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,638,0
D202432,C102479,2024-05-24,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,1457,0
D202433,C103759,2025-03-13,2025-05-11,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,828,0
D202434,C104808,2024-03-08,2024-05-15,Closed Won,PM,People Management,Partners,awong,358,0
D202435,C100994,2025-01-02,2025-01-24,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4945,0
D202436,C102714,2024-03-06,2024-05-13,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen_tmp,1917,0
D202437,C104877,2025-03-19,2025-05-09,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1655,0
D202438,C102708,2024-08-29,,Open,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2498,0
D202439,C100917,2024-01-12,,Open,PAYROLL_DIY,Payroll DIY,Partners,shao,2538,0
D202440,C102092,2024-10-18,2024-11-13,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,2984,0
D202441,C100941,2024-01-20,2024-04-10,Closed Won,PM,People Management,Partners,dinkster,377,0
D202442,C100204,2025-01-24,2025-03-20,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,awong,0,0
D202443,C102622,2024-06-14,2024-08-06,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,683,0
D202444,C103994,2024-07-22,2024-07-26,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,shao,578,0
D202445,C104935,2025-01-04,,Open,PAYROLL_DIY,Payroll DIY,Direct,shao,1603,0
D202446,C103053,2024-10-01,2024-11-02,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,6279,0
D202447,C104069,2025-04-29,2025-05-20,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2672,0
D202448,C102236,2024-05-25,2024-06-09,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,622,0
D202449,C100151,2024-07-27,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,1016,0
D202450,C102508,2024-01-01,2024-03-08,Closed Won,PM,People Management,Direct,dinkster,852,0
D202451,C100803,2025-05-16,2025-08-08,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,,5121,0
D202452,C102797,2025-04-03,,Open,PAYROLL_MPS,Managed Payroll,Direct,dt,4114,0
D202453,C100885,2024-09-06,,Open,ADD_ON_TKR,TKR Add-on,Partners,awong,641,0
D202454,C102959,2024-03-18,2024-04-27,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1398,0
D202455,C103768,2024-10-27,2024-11-25,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,5421,0
D202456,C103460,2025-02-21,,Open,PAYROLL_DIY,Payroll DIY,Direct,shao,1744,0
D202457,C100865,2024-04-30,,Open,PAYROLL_MPS,Managed Payroll,Direct,shao,3282,0
D202458,C100703,2024-01-19,2024-04-11,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1544,0
D202459,C101777,2024-02-06,2024-04-05,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,dt,862,0
D202460,C103157,2024-10-07,2024-10-27,Closed Won,PM,People Management,Partners,mkoenen,1435,0
D202461,C100056,2024-10-05,2024-11-23,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,576,0
D202462,C100990,2024-05-08,2024-07-28,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,awong,2342,0
D202463,C104117,2024-04-14,2024-07-08,Closed Won,PM,People Management,Direct,dinkster,1615,0
D202464,C100304,2024-09-23,,Open,PAYROLL_MPS,Managed Payroll,Partners,shao,3115,0
D202465,C102631,2024-12-25,2025-02-18,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,shao,5393,0
D202466,C103314,2025-01-31,2025-04-20,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,,1301,0
D202467,C100804,2025-01-12,2025-01-25,Closed Won,PM,People Management,Partners,awong,772,0
D202468,C100063,2024-09-13,2024-10-31,Closed Won,PM,People Management,Partners,dt,1153,0
D202469,C103509,2024-03-09,2024-04-16,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,0,0
D202470,C100733,2024-12-31,2025-02-25,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,5080,0
D202471,C101425,2024-07-10,2024-07-28,Closed Won,PM,People Management,Direct,unassigned,1406,0
D202472,C102365,2024-04-23,2024-05-24,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,shao,870,0
D202473,C100562,2025-05-28,2025-06-30,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,1260,0
D202474,C102611,2024-09-09,,Open,PM,People Management,Partners,awong,1038,0
D202475,C104039,2024-05-10,,Open,PAYROLL_MPS,Managed Payroll,Direct,dt,6321,0
D202476,C102155,2024-05-01,,Open,PM,People Management,Partners,unassigned,1344,0
D202477,C101573,2024-09-11,,Open,PM,People Management,Partners,dt,1073,0
D202478,C104335,2024-01-02,,Open,PAYROLL_MPS,Managed Payroll,Partners,dt,6044,0
D202479,C104940,2025-02-02,2025-04-05,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1833,0
D202480,C103247,2024-08-29,,Open,PAYROLL_DIY,Payroll DIY,Partners,awong,1720,0
D202481,C104017,2024-02-24,2024-03-31,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,4685,0
D202482,C100290,2024-06-07,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,543,0
D202483,C102356,2025-02-02,2025-03-21,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3838,0
D202484,C101616,2024-11-13,2025-01-06,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1558,0
D202485,C102756,2024-10-29,2024-11-22,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,3266,0
D202486,C100609,2024-02-17,2024-03-04,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,dt,1458,0
D202487,C103654,2025-05-26,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,0,0
D202488,C103158,2025-03-16,2025-05-20,Closed Won,PM,People Management,Direct,shao,1935,0
D202489,C104017,2024-05-23,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2028,0
D202490,C103085,2025-06-13,2025-07-17,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,dt,687,0
D202491,C104237,2024-01-13,2024-02-26,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,5534,0
D202492,C101840,2024-02-06,2024-02-21,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,938,0
D202493,C102983,2025-01-07,2025-02-21,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2833,0
D202494,C102464,2024-06-12,2024-08-05,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,4212,0
D202495,C100130,2025-05-28,2025-08-17,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,4034,0
D202496,C104309,2025-01-02,,Open,PM,People Management,Direct,dinkster,1342,0
D202497,C100054,2025-01-06,,Open,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1222,0
D202498,C102108,2024-07-15,,Open,PAYROLL_DIY,Payroll DIY,Direct,awong,1996,0
D202499,C100591,2024-05-15,2024-07-03,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1838,0
D202500,C104456,2025-04-28,2025-05-13,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2272,0
D202501,C101216,2024-03-20,,Open,PM,People Management,Direct,unassigned,1814,0
D202502,C104614,2024-03-29,2024-05-30,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,1468,0
D202503,C104909,2024-03-18,2024-05-07,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,6888,0
D202504,C102819,2024-01-04,2024-02-04,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,awong,8151,0
D202505,C101392,2025-01-03,2025-03-08,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dt,2308,0
D202506,C103193,2024-08-02,,Open,PM,People Management,Partners,dinkster,1661,0
D202507,C100576,2025-01-16,2025-02-07,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,862,0
D202508,C103486,2025-06-23,2025-06-28,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,6965,0
D202509,C102166,2024-10-20,2024-10-23,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,5533,0
D202510,C101757,2024-06-11,2024-06-18,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,633,0
D202511,C102812,2024-10-07,,Open,PM,People Management,Direct,mkoenen,2640,0
D202512,C103329,2024-12-12,2025-01-15,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1130,0
D202513,C102893,2024-12-09,2024-12-21,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,dt,236,0
D202514,C100931,2025-05-06,,Open,PM,People Management,Partners,shao,828,0
D202515,C102326,2024-12-04,2024-12-17,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,312,0
D202516,C102731,2024-10-01,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2247,0
D202517,C100155,2025-04-22,,Open,ADD_ON_TKR,TKR Add-on,Direct,unassigned,243,0
D202518,C104439,2025-03-12,2025-05-25,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,3525,0
D202519,C102731,2025-04-03,,Open,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2040,0
D202520,C104712,2025-06-22,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,576,0
D202521,C103011,2024-05-29,2024-07-15,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,awong,913,0
D202522,C100683,2025-01-11,,Open,ADD_ON_TKR,TKR Add-on,Partners,awong,1129,0
D202523,C104383,2025-05-16,2025-07-21,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2277,0
D202524,C100820,2025-01-24,2025-03-03,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,shao,2244,0
D202525,C104589,2024-07-20,2024-10-14,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1418,0
D202526,C102893,2025-04-20,2025-05-04,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,707,0
D202527,C103646,2025-07-02,2025-07-27,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,dt,0,0
D202528,C100420,2024-10-08,2024-11-28,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,6338,0
D202529,C103622,2025-03-12,2025-03-13,Closed Won,PM,People Management,Direct,shao,2047,0
D202530,C103251,2025-04-19,2025-05-25,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1847,0
D202531,C100497,2025-06-02,,Open,PAYROLL_MPS,Managed Payroll,Direct,unassigned,6053,0
D202532,C103621,2024-02-22,2024-05-07,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,672,0
D202533,C101738,2025-04-07,2025-06-13,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,dinkster,0,0
D202534,C104347,2024-06-21,,Open,ADD_ON_TKR,TKR Add-on,Partners,awong,694,0
D202535,C102458,2024-06-26,,Open,PM,People Management,Direct,awong,1261,0
D202536,C101168,2024-04-06,2024-05-04,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1049,0
D202537,C102158,2024-05-30,2024-08-14,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,4496,0
D202538,C101540,2024-01-31,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,3334,0
D202539,C100204,2024-05-15,,Open,PM,People Management,Partners,dt,254,0
D202540,C104147,2024-11-02,2024-12-29,Closed Won,PM,People Management,Direct,shao,0,0
D202541,C102282,2025-04-17,2025-07-16,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,1569,0
D202542,C100437,2025-02-21,2025-03-04,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2321,0
D202543,C100939,2024-04-17,2024-06-09,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,369,0
D202544,C101335,2025-02-22,2025-03-06,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1051,0
D202545,C100284,2024-05-13,2024-06-10,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4603,0
D202546,C103199,2024-10-19,2025-01-01,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,545,0
D202547,C101709,2024-03-10,2024-05-21,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,2281,0
D202548,C102359,2024-12-28,2025-03-12,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2554,0
D202549,C100202,2025-04-19,2025-04-29,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,unassigned,6565,0
D202550,C104051,2024-02-28,2024-03-28,Closed Won,PM,People Management,Direct,mkoenen,1152,0
D202551,C104660,2024-05-16,2024-06-02,Closed Won,PM,People Management,Partners,awong,870,0
D202552,C104680,2025-01-03,,Open,PM,People Management,Direct,dinkster,1663,0
D202553,C103344,2025-02-08,2025-04-11,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,581,0
D202554,C104047,2024-12-31,2025-03-20,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,dt,396,0
D202555,C103089,2025-02-10,,Open,PM,People Management,Direct,shao,1353,0
D202556,C102280,2024-01-13,2024-02-21,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,4137,0
D202557,C102350,2024-05-16,2024-07-07,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1200,0
D202558,C102739,2025-05-29,2025-08-17,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2582,0
D202559,C103381,2024-12-27,2025-02-24,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1411,0
D202560,C104079,2025-01-01,2025-03-18,Closed Won,PM,People Management,Direct,unassigned,623,0
D202561,C102254,2024-02-08,2024-05-08,Closed Won,PM,People Management,Direct,unassigned,2360,0
D202562,C100021,2024-07-14,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2515,0
D202563,C103017,2024-06-26,,Open,PAYROLL_DIY,Payroll DIY,Partners,awong,1348,0
D202564,C100377,2024-04-30,2024-05-14,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,804,0
D202565,C102350,2024-09-30,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,3184,0
D202566,C104468,2024-05-03,,Open,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1472,0
D202567,C101000,2025-01-18,2025-02-20,Closed Won,PM,People Management,Direct,shao,1406,0
D202568,C101628,2024-04-19,2024-05-15,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,778,0
D202569,C103089,2024-07-01,2024-07-31,Closed Won,PM,People Management,Partners,awong_tmp,1829,0
D202570,C101074,2024-01-10,2024-03-21,Closed Won,PM,People Management,Partners,dinkster,736,0
D202571,C101655,2024-07-12,2024-08-09,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,2695,0
D202572,C103672,2024-12-24,2025-03-03,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,1516,0
D202573,C100722,2024-05-24,2024-08-20,Closed Won,PM,People Management,Partners,,1169,0
D202574,C104885,2024-03-04,2024-03-21,Closed Won,PM,People Management,Partners,mkoenen,620,0
D202575,C103312,2024-07-01,2024-08-21,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,5216,0
D202576,C100650,2024-07-04,2024-07-30,Closed Won,PM,People Management,Direct,dt,2607,0
D202577,C104363,2025-06-07,2025-07-22,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,108,0
D202578,C103806,2024-10-15,2024-12-14,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1229,0
D202579,C101271,2024-10-01,,Open,PM,People Management,Direct,shao,1822,0
D202580,C101763,2024-09-10,2024-10-09,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1006,0
D202581,C101124,2024-10-29,2025-01-27,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1388,0
D202582,C101573,2024-05-04,2024-07-13,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1177,0
D202583,C101446,2025-02-26,2025-04-04,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,385,0
D202584,C104811,2024-09-26,2024-10-26,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,622,0
D202585,C100952,2024-09-18,2024-12-17,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,1585,0
D202586,C104194,2024-05-16,2024-07-22,Closed Lost,PM,People Management,Partners,unassigned,2005,0
D202587,C102670,2024-04-03,,Open,PM,People Management,Direct,shao,1930,0
D202588,C102525,2025-03-30,,Open,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,939,0
D202589,C101343,2024-07-16,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,3326,0
D202590,C101124,2024-01-08,,Open,PAYROLL_MPS,Managed Payroll,Partners,dt,4574,0
D202591,C102711,2024-03-25,2024-06-21,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,unassigned,250,0
D202592,C104639,2025-04-22,2025-06-08,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2339,0
D202593,C104516,2024-10-17,2024-11-27,Closed Won,PM,People Management,Partners,shao,1735,0
D202594,C103704,2024-07-01,,Open,PAYROLL_DIY,Payroll DIY,Direct,dt,1425,0
D202595,C101930,2025-04-11,2025-07-01,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao_tmp,429,0
D202596,C102898,2024-12-30,,Open,ADD_ON_TKR,TKR Add-on,Partners,shao,680,0
D202597,C102850,2025-03-09,2025-05-09,Closed Lost,PM,People Management,Partners,shao,956,0
D202598,C101741,2025-02-27,2025-05-05,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,1083,0
